exam_number,question_number,question_text,options,generated_answer,actual_answer
9,43,"On the retirement, removal or death of a next friend, under Order, XXXII, Rule 10 of CPC, the suit is liable to be","A) stayed 
 B) dismissed 
 C) rejected 
 D) either a, b or c", D,A
9,44,In India which of the following authorities has the power to block websites?,"A) CERT-in 
 B) MCIIPC 
 C) C-DAC 
 D) Ministry of IT", D,A
9,45,The right to private defence is,"A) available under all circumstances 
 B) available when there is time to have the recourse to the protection of public authorities 
 C) available when there is no time to have recourse of public authorities 
 D) All the above", C,C
9,46,"Which of the following can be considered retrenchment under the provisions of the Industrial Disputes Act, 1947?","A) Termination due to ill-health 
 B) Abandonment of job by an employee 
 C) Termination on account of reaching the age of superannuation 
 D) None of these", C,D
9,47,"Which of the following statement holds true regarding imprisonment under the provisions of section 14(3) of the Child Labour (prohibition and Regulation) Act, 1986","A) It may extend to one year. 
 B) It may extend to two years. 
 C) It may extend to six months. 
 D) It may extend to one month", C,D
9,48,Onus to prove reasonable excuse for withdrawl from the Society of the other is on,"A) Petitioner 
 B) Respondent 
 C) Both a and b 
 D) Either a or b", C,B
9,49,A proclaimed person whose property has been attached can claim the property or the sale proceeds on appearance,"A) within 6 months of attachment 
 B) within 2 years of attachment 
 C) within 3 years of attachment 
 D) within 1 year of attachment", C,B
9,50,The question whether a statement was recorded in the course of investigation is a,"A) question of law 
 B) question of fact 
 C) mixed question of law and fact 
 D) question of law or of fact depends on facts and circumstances", C,B
9,51,"Where the police submits a final report under section 173(2) of Cr. PC for dropping of proceedings to a magistrate, the Magistrate","A) may accept the same 
 B) may reject the same 
 C) may reject the same and order further investigation 
 D) any of the above", C,D
9,52,The orders under section 125 of Cr. PC are,"A) summary in nature but finally determine the rights and obligations of the parties 
 B) summary in nature and do not finally determine the rights and obligations of the parties which are to be finally determined by a civil court 
 C) Substantive in nature and finally determine the rights and obligations of the parties. 
 D) Substantive in nature and are not subject to determination of a right of the parties by a civil court.", B,B
9,53,A contingent contract based on the specified uncertain events not happening within a fixed time under section 35,"A) remains valid even if the event does not happen within that fixed time 
 B) becomes void at the expiration of the time fixed 
 C) becomes void if the happening of that event becomes impossible before the expiry of time fixed. 
 D) both b and c", B,D
9,54,"Which among the following is authorized under the Information Technology Act, 2000 to prescribe the security procedures and practices for the purpose of sections 14 and 15 of the act?","A) Central Government 
 B) State Government 
 C) Certifying authority 
 D) Issuing authority", A,A
9,55,The essential ingredient of the tort of negligence are (1) When one owes a duty of care towards the other. (2) When one commits a breach of that duty and (3) The other person suffers damage as a consequence thereof Choose correct response for below,"A) None of them are essential ingredients 
 B) Only the first is an essential ingredient 
 C) All of them are essential ingredients 
 D) Even if the first is absent the tort of negligence is committed", C,C
9,56,Vicarious liability includes,"A) Liability of the principal for the tort of his agent 
 B) Liability of the master for the tort of his servant 
 C) Liability of the partners for each others tort 
 D) all of the above", D,D
9,57,Necessity rule as to admissibility of evidence is applicable when the maker of a statement,"A) is dead or has become incapable of giving evidence 
 B) is a person who can be found but his attendance cannot be procured without unreasonable delay or expenses 
 C) is a person who cannot be found 
 D) all of the above", D,D
9,58,Secondary evidence of a document means,"A) Copies of the document 
 B) oral account of the contents of the documents 
 C) both a and b 
 D) none of the above", C,C
9,59,A Will is required to be proved by calling at least one attesting witness,"A) when it is registered 
 B) when it is unregistered 
 C) when it is admitted 
 D) All of the above", C,D
9,60,Any person in section 106 of Evidence Act refers to,"A) a party to the suit 
 B) a stranger to the suit 
 C) a person who is not a party to the suit but interested in the outcome of the suit 
 D) all of the above", C,A
9,61,"In a cognizable case under IPC, police have the","A) Authority to arrest a person without warrant 
 B) Authority to investigate the offence without permission of the Magistrate 
 C) Both a and b 
 D) Either (a) or (b)", C,C
9,62,During investigation a search can be conducted without warrant by,"A) any police officer 
 B) by the investigating officer 
 C) both (a and b) 
 D) either a or b", C) C,C
9,63,Committal proceedings under section 209 of Cr. PC are in the nature of,"A) aid in investigation 
 B) inquiry 
 C) trial 
 D) either inquiry or trial", B,B
9,64,Which is correct,"A) proposal + acceptance-promise 
 B) promise + consideration-agreement 
 C) agreement + enforceability-contract 
 D) all of the above", C,D
9,65,Communication of acceptance is complete as against the proposer,"A) when it comes to the knowledge of the proposer 
 B) when it is put in course of transmission to him so as to be out of power of the acceptor 
 C) when the acceptance is communicated to the proposer 
 D) all of the above", C,B
9,66,"In cases of general offer, for a valid contract","A) the acceptor need not have the knowledge of the offer 
 B) the acceptor must have the knowledge of the offer before acceptance by performance 
 C) the acceptor may acquire the knowledge of the offer after the performance of the condition for acceptance 
 D) knowledge does not matter so long as the condition is performed with or without knowledge", B,B
9,67,"Under the provision of the Transfer of Property act, 1882, the unborn person acquires vested interest on transfer for his benefit","A) upon his birth 
 B) 7 days after his birth 
 C) 12 days after his birth 
 D) no such provision is made", A,A
9,68,Every transfer of immovable property made with intent to defeat or delay the creditors of the transferor shall be voidable,"A) at the option of creditor so defeated or delayed 
 B) at the option of debtor 
 C) at the option of court 
 D) none of the above", C,A
9,69,"Where co-judgment debtors are in the position of joint promisors, each is","A) not jointly and severally liable to the decree holder 
 B) jointly and severally liable to the decree holder 
 C) jointly liable to the decree holder only 
 D) severally liable to the decree holder only", B,B
9,70,"At sight under section 21 of the Negotiable Instruments Act, 1881 means","A) on presentation 
 B) on demand 
 C) on coming into vision 
 D) none of the above", A,B
9,71,Section 5 of the limitation act applies to,"A) Suits 
 B) Execution 
 C) Election petitions 
 D) None of the above", B,D
9,72,"Which of the following Companies will have to constitute Corporate Social responsibility Committee under the Companies Act, 2013","A) A Company having a net profit of 2.5 cores in a financial year, a net worth of 300 crores and a turnover of rupees 800 crore 
 B) A Company having a net profit of 3 cores, in a financial year, a net worth of 300 crores and a turnover of rupees 600 crore 
 C) A Company having a net profit of 5 cores or more, a net worth of 500 crores and a turnover of rupees 1000 crore or more 
 D) A Company having a net profit of 5 cores or more, a net worth of 500 crores and a turnover of rupees 5000 crore or more", C,C
9,73,A disqualified person/heir,"A) Transmits an interest to his or her own heir 
 B) Transmits no interest to his or her own heir 
 C) May or may not transmit an interest to his or her own heir as per the discretion of the court 
 D) May only transmit an interest to his or her own heir with the consent of the other heirs.", C,B
9,74,In cases in which a specific act confers a discretionary power on an authority,"A) The court can direct the manner in which the power is exercised 
 B) The court can direct that the power be exercised in accordance with law 
 C) Both A and B 
 D) Neither A nor B", C,C
9,75,The Bar Council of India Rule which stipulated that persons aged 45 years and above could not be enrolled as advocates was struck down by the Supreme Court in,"A) In E.S. Reddi v Bar Council of India 
 B) Indian Council of Legal Aid and Advise v Bar Council of India 
 C) P. Shanmugam v Bar Council of India 
 D) Legal Committee v Bar Council of India", A,B
9,76,Which is an incorrect statement,"A) An Arbitral award is a contract. 
 B) An Arbitral award must be in writing and signed 
 C) An Arbitral award included an interim award. 
 D) None of the above", C,A
9,77,Which of the following statements hold true for adjudicatory bodies,"A) Doctrine of stare Decisis applies to them 
 B) Doctrine of Resjudicate does not apply to them 
 C) Inherent lack of jurisdiction in a tribunal cannot be cured or created by the act of the parties 
 D) None of the above", C,C
9,78,The Supreme court held in V.C. Rangadurai v D. Gopalan An advocate who has been disbarred or suspended from practice must prove after expiration of a reasonable length of time that,"A) He appreciates the insignificance of his dereliction 
 B) He has lived a consistent life of poverty and integrity 
 C) He possesses the good character necessary to guarantee uprightness and honour in his professional dealings 
 D) The burden is on the applicant to establish that he entitled to resume the privilege of practicing law without restrictions.", D,C
9,79,The present Arbitration and Conciliation Act of 1996 is based on,"A) Constitution of India 
 B) Supreme Court of India guidelines 
 C) European Commercial Procedure 
 D) UNCITRAL Arbitration", D,D
9,80,Who among the following is authorized to issue regulations regarding shelf prospectus,"A) SEBI 
 B) Central Government 
 C) Company Law Board 
 D) National Company Law Tribunal", A,A
9,81,"Which of the following is not included in the definition of cattle as given under the Indian Forest Act, 1927","A) Rams 
 B) Kids 
 C) Kitten 
 D) None of these", D,C
9,82,The provisions of the Arbitration and conciliation Act of 1996 have to be interpreted being uninfluenced by the principles underlying the 1940 Act. This observation was laid down in,"A) M.M.T.C. Ltd vs Sterlite Industries (India) Ltd 
 B) Sunderam Finance Itd. V N.E.P.C. Ltd. 
 C) Olympus Superstructures Pvt Ltd v. Meera Vijay 
 D) Orma Impex Pvt Ltd v Nissari Pvt. Ltd.", C,B
9,83,"Which of the following services cannot be provided to the Company by an auditor appointed under the provisions of the Companies Act, 2013","A) Internal Audit 
 B) Actuarial services 
 C) Managerial Services 
 D) All of these", C,D
9,84,"Under the Wild Life (Protection) Act, 1972, any person who teases an animal in a zoo maybe punished","A) with fine with may extend to 5000 
 B) with imprisonment which may extend upto 1 year 
 C) Both A and B 
 D) Neither A or B", C,D
